Position,Base_in_Pa,Act_in_Pa,Ratio_in,RatioPeak_in,Base_out_Pa,Act_out_Pa,Ratio_out
1,11.5680004119873,25.6938439323789,2.2211136771532,2.49382279907425,11.0356799125671,11.205246198745,1.01536527767399
